State,AccidentMonth,EffectiveDate,OlfType,Olf,OlfVersion
AZ,8/1/2012,1/1/2021,,1.100112615,202009b
AZ,9/1/2012,1/1/2021,,1.099261632,202009b
AZ,10/1/2012,1/1/2021,,1.0982649,202009b
AZ,11/1/2012,1/1/2021,,1.0971172,202009b
AZ,12/1/2012,1/1/2021,,1.095816336,202009b
AZ,1/1/2013,1/1/2021,,1.094366332,202009b
AZ,2/1/2013,1/1/2021,,1.092775065,202009b
AZ,3/1/2013,1/1/2021,,1.091042836,202009b
AZ,4/1/2013,1/1/2021,,1.088797377,202009b
AZ,5/1/2013,1/1/2021,,1.086041704,202009b
AZ,6/1/2013,1/1/2021,,1.083153352,202009b
AZ,7/1/2013,1/1/2021,,1.080287232,202009b
AZ,8/1/2013,1/1/2021,,1.077441108,202009b
AZ,9/1/2013,1/1/2021,,1.074466613,202009b
AZ,10/1/2013,1/1/2021,,1.07136383,202009b
AZ,11/1/2013,1/1/2021,,1.068128497,202009b
AZ,12/1/2013,1/1/2021,,1.064760707,202009b
AZ,1/1/2014,1/1/2021,,1.061311986,202009b
AZ,2/1/2014,1/1/2021,,1.057915333,202009b
AZ,3/1/2014,1/1/2021,,1.054650197,202009b
AZ,4/1/2014,1/1/2021,,1.051992149,202009b
AZ,5/1/2014,1/1/2021,,1.049938289,202009b
AZ,6/1/2014,1/1/2021,,1.048008312,202009b
AZ,7/1/2014,1/1/2021,,1.046177736,202009b
AZ,8/1/2014,1/1/2021,,1.044449213,202009b
AZ,9/1/2014,1/1/2021,,1.042841873,202009b
AZ,10/1/2014,1/1/2021,,1.041355895,202009b
AZ,11/1/2014,1/1/2021,,1.039995563,202009b
AZ,12/1/2014,1/1/2021,,1.038761057,202009b
AZ,1/1/2015,1/1/2021,,1.03764692,202009b
AZ,2/1/2015,1/1/2021,,1.036638803,202009b
AZ,3/1/2015,1/1/2021,,1.035730063,202009b
AZ,4/1/2015,1/1/2021,,1.034684687,202009b
AZ,5/1/2015,1/1/2021,,1.033501924,202009b
AZ,6/1/2015,1/1/2021,,1.032415655,202009b
AZ,7/1/2015,1/1/2021,,1.031432521,202009b
AZ,8/1/2015,1/1/2021,,1.030554526,202009b
AZ,9/1/2015,1/1/2021,,1.029771624,202009b
AZ,10/1/2015,1/1/2021,,1.029084024,202009b
AZ,11/1/2015,1/1/2021,,1.028494349,202009b
AZ,12/1/2015,1/1/2021,,1.028002813,202009b
AZ,1/1/2016,1/1/2021,,1.027580811,202009b
AZ,2/1/2016,1/1/2021,,1.027156513,202009b
AZ,3/1/2016,1/1/2021,,1.026688964,202009b
AZ,4/1/2016,1/1/2021,,1.02690846,202009b
AZ,5/1/2016,1/1/2021,,1.027818823,202009b
AZ,6/1/2016,1/1/2021,,1.028695263,202009b
AZ,7/1/2016,1/1/2021,,1.02954032,202009b
AZ,8/1/2016,1/1/2021,,1.030354785,202009b
AZ,9/1/2016,1/1/2021,,1.031139256,202009b
AZ,10/1/2016,1/1/2021,,1.031894833,202009b
AZ,11/1/2016,1/1/2021,,1.032622411,202009b
AZ,12/1/2016,1/1/2021,,1.033323137,202009b
AZ,1/1/2017,1/1/2021,,1.033996169,202009b
AZ,2/1/2017,1/1/2021,,1.034634976,202009b
AZ,3/1/2017,1/1/2021,,1.035233736,202009b
AZ,4/1/2017,1/1/2021,,1.035201529,202009b
AZ,5/1/2017,1/1/2021,,1.034535927,202009b
AZ,6/1/2017,1/1/2021,,1.03382564,202009b
AZ,7/1/2017,1/1/2021,,1.033123756,202009b
AZ,8/1/2017,1/1/2021,,1.032428702,202009b
AZ,9/1/2017,1/1/2021,,1.031688328,202009b
AZ,10/1/2017,1/1/2021,,1.030902095,202009b
AZ,11/1/2017,1/1/2021,,1.03006792,202009b
AZ,12/1/2017,1/1/2021,,1.029185239,202009b
AZ,1/1/2018,1/1/2021,,1.028265169,202009b
AZ,2/1/2018,1/1/2021,,1.027337287,202009b
AZ,3/1/2018,1/1/2021,,1.026418697,202009b
AZ,4/1/2018,1/1/2021,,1.02558523,202009b
AZ,5/1/2018,1/1/2021,,1.024836457,202009b
AZ,6/1/2018,1/1/2021,,1.024095437,202009b
AZ,7/1/2018,1/1/2021,,1.023341992,202009b
AZ,8/1/2018,1/1/2021,,1.022575618,202009b
AZ,9/1/2018,1/1/2021,,1.021815047,202009b
AZ,10/1/2018,1/1/2021,,1.021059752,202009b
AZ,11/1/2018,1/1/2021,,1.020309405,202009b
AZ,12/1/2018,1/1/2021,,1.019563467,202009b
AZ,1/1/2019,1/1/2021,,1.018821355,202009b
AZ,2/1/2019,1/1/2021,,1.018082567,202009b
AZ,3/1/2019,1/1/2021,,1.017346986,202009b
AZ,4/1/2019,1/1/2021,,1.016672803,202009b
AZ,5/1/2019,1/1/2021,,1.01606006,202009b
AZ,6/1/2019,1/1/2021,,1.01545055,202009b
AZ,7/1/2019,1/1/2021,,1.014846795,202009b
AZ,8/1/2019,1/1/2021,,1.014248839,202009b
AZ,9/1/2019,1/1/2021,,1.013653657,202009b
AZ,10/1/2019,1/1/2021,,1.013061257,202009b
AZ,11/1/2019,1/1/2021,,1.01247208,202009b
AZ,12/1/2019,1/1/2021,,1.011886123,202009b
AZ,1/1/2020,1/1/2021,,1.011303325,202009b
AZ,2/1/2020,1/1/2021,,1.010723675,202009b
AZ,3/1/2020,1/1/2021,,1.010147274,202009b
AZ,4/1/2020,1/1/2021,,1.009574085,202009b
AZ,5/1/2020,1/1/2021,,1.009004105,202009b
AZ,6/1/2020,1/1/2021,,1.008437307,202009b
AZ,7/1/2020,1/1/2021,,1.007876106,202009b
AZ,8/1/2020,1/1/2021,,1.007320543,202009b
AZ,9/1/2020,1/1/2021,,1.006768356,202009b
AZ,10/1/2020,1/1/2021,,1.006219534,202009b
AZ,11/1/2020,1/1/2021,,1.005673837,202009b
AZ,12/1/2020,1/1/2021,,1.005131262,202009b
AZ,1/1/2021,1/1/2021,,1.004577182,202009b
AZ,2/1/2021,1/1/2021,,1.003973557,202009b
AZ,3/1/2021,1/1/2021,,1.003296865,202009b
AZ,4/1/2021,1/1/2021,,1.002547797,202009b
AZ,5/1/2021,1/1/2021,,1.001725978,202009b
AZ,6/1/2021,1/1/2021,,1.000831214,202009b
